# X2 (y-model)  G=360  L=j/G  depth=30 cap=20000
# j i kill comps lambda maxoutdeg verdict
167 55 -1 25574 0.0000 0 CAP
167 56 -1 23811 0.0000 0 CAP
167 57 -1 21817 0.0000 0 CAP
167 58 -1 27459 0.0000 0 CAP
167 59 -1 23950 0.0000 0 CAP
167 60 -1 23876 0.0000 0 CAP
167 61 -1 25804 0.0000 0 CAP
167 62 -1 24638 0.0000 0 CAP
167 63 -1 21475 0.0000 0 CAP
167 64 -1 20400 0.0000 0 CAP
167 65 -1 24955 0.0000 0 CAP
167 66 -1 24979 0.0000 0 CAP
167 67 -1 25079 0.0000 0 CAP
167 68 -1 22871 0.0000 0 CAP
167 69 -1 25786 0.0000 0 CAP
167 70 -1 25253 0.0000 0 CAP
167 71 -1 22913 0.0000 0 CAP
167 72 -1 26984 0.0000 0 CAP
167 73 -1 22340 0.0000 0 CAP
167 74 -1 25330 0.0000 0 CAP
167 75 -1 20100 0.0000 0 CAP
167 76 -1 21910 0.0000 0 CAP
167 77 -1 21358 0.0000 0 CAP
167 78 -1 21981 0.0000 0 CAP
167 79 -1 27808 0.0000 0 CAP
167 80 -1 21842 0.0000 0 CAP
167 81 -1 21661 0.0000 0 CAP
167 82 -1 21751 0.0000 0 CAP
167 83 -1 28013 0.0000 0 CAP
167 84 -1 23038 0.0000 0 CAP
167 85 -1 21831 0.0000 0 CAP
167 86 -1 26340 0.0000 0 CAP
167 87 -1 23447 0.0000 0 CAP
167 88 -1 27265 0.0000 0 CAP
167 89 -1 21207 0.0000 0 CAP
167 90 -1 21193 0.0000 0 CAP
167 91 -1 20916 0.0000 0 CAP
167 92 -1 26734 0.0000 0 CAP
167 93 -1 20947 0.0000 0 CAP
167 94 -1 21031 0.0000 0 CAP
167 95 -1 26981 0.0000 0 CAP
167 96 -1 21276 0.0000 0 CAP
167 97 -1 21276 0.0000 0 CAP
167 98 -1 26981 0.0000 0 CAP
167 99 -1 21031 0.0000 0 CAP
167 100 -1 20947 0.0000 0 CAP
167 101 -1 26734 0.0000 0 CAP
167 102 -1 20916 0.0000 0 CAP
167 103 -1 21193 0.0000 0 CAP
167 104 -1 21207 0.0000 0 CAP
167 105 -1 27265 0.0000 0 CAP
167 106 -1 23447 0.0000 0 CAP
167 107 -1 26340 0.0000 0 CAP
167 108 -1 21831 0.0000 0 CAP
167 109 -1 23038 0.0000 0 CAP
167 110 -1 28013 0.0000 0 CAP
167 111 -1 21751 0.0000 0 CAP
167 112 -1 21661 0.0000 0 CAP
167 113 -1 21842 0.0000 0 CAP
167 114 -1 27808 0.0000 0 CAP
167 115 -1 21981 0.0000 0 CAP
167 116 -1 21358 0.0000 0 CAP
167 117 -1 21910 0.0000 0 CAP
167 118 -1 20100 0.0000 0 CAP
167 119 -1 25330 0.0000 0 CAP
167 120 -1 22340 0.0000 0 CAP
167 121 -1 26984 0.0000 0 CAP
167 122 -1 22913 0.0000 0 CAP
167 123 -1 25253 0.0000 0 CAP
167 124 -1 25786 0.0000 0 CAP
167 125 -1 22871 0.0000 0 CAP
167 126 -1 25079 0.0000 0 CAP
167 127 -1 24979 0.0000 0 CAP
167 128 -1 24955 0.0000 0 CAP
167 129 -1 20400 0.0000 0 CAP
167 130 -1 21475 0.0000 0 CAP
167 131 -1 24638 0.0000 0 CAP
167 132 -1 25804 0.0000 0 CAP
167 133 -1 23876 0.0000 0 CAP
167 134 -1 23950 0.0000 0 CAP
167 135 -1 27459 0.0000 0 CAP
167 136 -1 21817 0.0000 0 CAP
167 137 -1 23811 0.0000 0 CAP
167 138 -1 25574 0.0000 0 CAP
167 139 -1 20480 0.0000 0 CAP
167 140 -1 22754 0.0000 0 CAP
167 141 -1 24731 0.0000 0 CAP
167 142 -1 27355 0.0000 0 CAP
167 143 -1 20550 0.0000 0 CAP
167 144 -1 22353 0.0000 0 CAP
167 145 -1 22914 0.0000 0 CAP
167 146 -1 22566 0.0000 0 CAP
167 147 -1 22719 0.0000 0 CAP
167 148 -1 22843 0.0000 0 CAP
167 149 -1 22051 0.0000 0 CAP
167 150 -1 27287 0.0000 0 CAP
167 151 -1 26679 0.0000 0 CAP
167 152 -1 22961 0.0000 0 CAP
167 153 -1 22644 0.0000 0 CAP
167 154 -1 22797 0.0000 0 CAP
167 155 -1 22612 0.0000 0 CAP
167 156 -1 22704 0.0000 0 CAP
167 157 -1 21985 0.0000 0 CAP
167 158 -1 22812 0.0000 0 CAP
167 159 -1 20037 0.0000 0 CAP
167 160 -1 21944 0.0000 0 CAP
167 161 -1 22667 0.0000 0 CAP
167 162 -1 22853 0.0000 0 CAP
167 163 -1 22223 0.0000 0 CAP
167 164 -1 22304 0.0000 0 CAP
167 165 -1 22825 0.0000 0 CAP
167 166 -1 22027 0.0000 0 CAP
167 167 -1 20193 0.0000 0 CAP
167 168 -1 22967 0.0000 0 CAP
167 169 -1 20607 0.0000 0 CAP
167 170 -1 22710 0.0000 0 CAP
167 171 -1 22109 0.0000 0 CAP
167 172 -1 22495 0.0000 0 CAP
167 173 -1 22781 0.0000 0 CAP
167 174 -1 22800 0.0000 0 CAP
167 175 -1 22609 0.0000 0 CAP
167 176 -1 21930 0.0000 0 CAP
167 177 -1 22778 0.0000 0 CAP
167 178 -1 22926 0.0000 0 CAP
167 179 -1 22846 0.0000 0 CAP
167 180 -1 22671 0.0000 0 CAP
167 181 -1 22513 0.0000 0 CAP
167 182 -1 22119 0.0000 0 CAP
167 183 -1 23037 0.0000 0 CAP
167 184 -1 21180 0.0000 0 CAP
167 185 -1 22966 0.0000 0 CAP
167 186 -1 24235 0.0000 0 CAP
167 187 -1 26961 0.0000 0 CAP
167 188 -1 20044 0.0000 0 CAP
167 189 -1 21563 0.0000 0 CAP
167 190 -1 21927 0.0000 0 CAP
167 191 -1 22017 0.0000 0 CAP
167 192 -1 22230 0.0000 0 CAP
167 193 -1 22064 0.0000 0 CAP
# row j=167 L=0.463889 n=194 KILL=0 CYCLE=0 FAT=0 CAP=194 certified=0 lambda[0.0000,0.0000]
168 0 -1 23501 0.0000 0 CAP
168 1 -1 23652 0.0000 0 CAP
168 2 -1 23510 0.0000 0 CAP
168 3 -1 22612 0.0000 0 CAP
168 4 -1 21563 0.0000 0 CAP
168 5 -1 20044 0.0000 0 CAP
168 6 -1 26961 0.0000 0 CAP
168 7 -1 24235 0.0000 0 CAP
168 8 -1 25095 0.0000 0 CAP
168 9 -1 25470 0.0000 0 CAP
168 10 -1 25316 0.0000 0 CAP
168 11 -1 24539 0.0000 0 CAP
168 12 -1 24756 0.0000 0 CAP
168 13 -1 25278 0.0000 0 CAP
168 14 -1 25150 0.0000 0 CAP
168 15 -1 25203 0.0000 0 CAP
168 16 -1 25142 0.0000 0 CAP
168 17 -1 24274 0.0000 0 CAP
168 18 -1 24649 0.0000 0 CAP
168 19 -1 25007 0.0000 0 CAP
168 20 -1 24852 0.0000 0 CAP
168 21 -1 24195 0.0000 0 CAP
168 22 -1 24821 0.0000 0 CAP
168 23 -1 22825 0.0000 0 CAP
168 24 -1 25215 0.0000 0 CAP
168 25 -1 25453 0.0000 0 CAP
168 26 -1 22027 0.0000 0 CAP
168 27 -1 24102 0.0000 0 CAP
168 28 -1 24712 0.0000 0 CAP
168 29 -1 23842 0.0000 0 CAP
168 30 -1 24822 0.0000 0 CAP
168 31 -1 24913 0.0000 0 CAP
168 32 -1 23768 0.0000 0 CAP
168 33 -1 21944 0.0000 0 CAP
168 34 -1 25306 0.0000 0 CAP
168 35 -1 25403 0.0000 0 CAP
168 36 -1 24078 0.0000 0 CAP
168 37 -1 24955 0.0000 0 CAP
168 38 -1 25115 0.0000 0 CAP
168 39 -1 25102 0.0000 0 CAP
168 40 -1 24987 0.0000 0 CAP
168 41 -1 25179 0.0000 0 CAP
168 42 -1 27287 0.0000 0 CAP
168 43 -1 22051 0.0000 0 CAP
168 44 -1 23900 0.0000 0 CAP
168 45 -1 24513 0.0000 0 CAP
168 46 -1 24775 0.0000 0 CAP
168 47 -1 24602 0.0000 0 CAP
168 48 -1 24531 0.0000 0 CAP
168 49 -1 22353 0.0000 0 CAP
168 50 -1 20550 0.0000 0 CAP
168 51 -1 27355 0.0000 0 CAP
168 52 -1 24731 0.0000 0 CAP
168 53 -1 22784 0.0000 0 CAP
168 54 -1 20480 0.0000 0 CAP
168 55 -1 25574 0.0000 0 CAP
168 56 -1 23811 0.0000 0 CAP
168 57 -1 21817 0.0000 0 CAP
168 58 -1 21722 0.0000 0 CAP
168 59 -1 21808 0.0000 0 CAP
168 60 -1 21110 0.0000 0 CAP
168 61 -1 21241 0.0000 0 CAP
168 62 -1 21490 0.0000 0 CAP
168 63 -1 25931 0.0000 0 CAP
168 64 -1 20400 0.0000 0 CAP
168 65 -1 21163 0.0000 0 CAP
168 66 -1 25406 0.0000 0 CAP
168 67 -1 22871 0.0000 0 CAP
168 68 -1 20897 0.0000 0 CAP
168 69 -1 21663 0.0000 0 CAP
168 70 -1 20623 0.0000 0 CAP
168 71 -1 26984 0.0000 0 CAP
168 72 -1 22340 0.0000 0 CAP
168 73 -1 25330 0.0000 0 CAP
168 74 -1 20100 0.0000 0 CAP
168 75 -1 22343 0.0000 0 CAP
168 76 -1 23580 0.0000 0 CAP
168 77 -1 24337 0.0000 0 CAP
168 78 -1 22507 0.0000 0 CAP
168 79 -1 23608 0.0000 0 CAP
168 80 -1 24325 0.0000 0 CAP
168 81 -1 24298 0.0000 0 CAP
168 82 -1 22334 0.0000 0 CAP
168 83 -1 28013 0.0000 0 CAP
168 84 -1 23038 0.0000 0 CAP
168 85 -1 23359 0.0000 0 CAP
168 86 -1 23381 0.0000 0 CAP
168 87 -1 27265 0.0000 0 CAP
168 88 -1 21987 0.0000 0 CAP
168 89 -1 23841 0.0000 0 CAP
168 90 -1 24080 0.0000 0 CAP
168 91 -1 21528 0.0000 0 CAP
168 92 -1 23824 0.0000 0 CAP
168 93 -1 23837 0.0000 0 CAP
168 94 -1 22785 0.0000 0 CAP
168 95 -1 23920 0.0000 0 CAP
168 96 -1 24574 0.0000 0 CAP
168 97 -1 23920 0.0000 0 CAP
168 98 -1 22785 0.0000 0 CAP
168 99 -1 23837 0.0000 0 CAP
168 100 -1 23824 0.0000 0 CAP
168 101 -1 21528 0.0000 0 CAP
168 102 -1 24080 0.0000 0 CAP
168 103 -1 23841 0.0000 0 CAP
168 104 -1 21987 0.0000 0 CAP
168 105 -1 27265 0.0000 0 CAP
168 106 -1 23381 0.0000 0 CAP
168 107 -1 23359 0.0000 0 CAP
168 108 -1 23038 0.0000 0 CAP
168 109 -1 28013 0.0000 0 CAP
168 110 -1 22334 0.0000 0 CAP
168 111 -1 24298 0.0000 0 CAP
168 112 -1 24325 0.0000 0 CAP
168 113 -1 23608 0.0000 0 CAP
168 114 -1 22507 0.0000 0 CAP
168 115 -1 24337 0.0000 0 CAP
168 116 -1 23580 0.0000 0 CAP
168 117 -1 22343 0.0000 0 CAP
168 118 -1 20100 0.0000 0 CAP
168 119 -1 25330 0.0000 0 CAP
168 120 -1 22340 0.0000 0 CAP
168 121 -1 26984 0.0000 0 CAP
168 122 -1 20623 0.0000 0 CAP
168 123 -1 21663 0.0000 0 CAP
168 124 -1 20897 0.0000 0 CAP
168 125 -1 22871 0.0000 0 CAP
168 126 -1 25406 0.0000 0 CAP
168 127 -1 21163 0.0000 0 CAP
168 128 -1 20400 0.0000 0 CAP
168 129 -1 25931 0.0000 0 CAP
168 130 -1 21490 0.0000 0 CAP
168 131 -1 21241 0.0000 0 CAP
168 132 -1 21110 0.0000 0 CAP
168 133 -1 21808 0.0000 0 CAP
168 134 -1 21722 0.0000 0 CAP
168 135 -1 21817 0.0000 0 CAP
168 136 -1 23811 0.0000 0 CAP
168 137 -1 25574 0.0000 0 CAP
168 138 -1 20480 0.0000 0 CAP
168 139 -1 22784 0.0000 0 CAP
168 140 -1 24731 0.0000 0 CAP
168 141 -1 27355 0.0000 0 CAP
168 142 -1 20550 0.0000 0 CAP
168 143 -1 22353 0.0000 0 CAP
168 144 -1 24531 0.0000 0 CAP
168 145 -1 24602 0.0000 0 CAP
168 146 -1 24775 0.0000 0 CAP
168 147 -1 24513 0.0000 0 CAP
168 148 -1 23900 0.0000 0 CAP
168 149 -1 22051 0.0000 0 CAP
168 150 -1 27287 0.0000 0 CAP
168 151 -1 25179 0.0000 0 CAP
168 152 -1 24987 0.0000 0 CAP
168 153 -1 25102 0.0000 0 CAP
168 154 -1 25115 0.0000 0 CAP
168 155 -1 24955 0.0000 0 CAP
168 156 -1 24078 0.0000 0 CAP
168 157 -1 25403 0.0000 0 CAP
168 158 -1 25306 0.0000 0 CAP
168 159 -1 21944 0.0000 0 CAP
168 160 -1 23768 0.0000 0 CAP
168 161 -1 24913 0.0000 0 CAP
168 162 -1 24822 0.0000 0 CAP
168 163 -1 23842 0.0000 0 CAP
168 164 -1 24712 0.0000 0 CAP
168 165 -1 24102 0.0000 0 CAP
168 166 -1 22027 0.0000 0 CAP
168 167 -1 25453 0.0000 0 CAP
168 168 -1 25215 0.0000 0 CAP
168 169 -1 22825 0.0000 0 CAP
168 170 -1 24821 0.0000 0 CAP
168 171 -1 24195 0.0000 0 CAP
168 172 -1 24852 0.0000 0 CAP
168 173 -1 25007 0.0000 0 CAP
168 174 -1 24649 0.0000 0 CAP
168 175 -1 24274 0.0000 0 CAP
168 176 -1 25142 0.0000 0 CAP
168 177 -1 25203 0.0000 0 CAP
168 178 -1 25150 0.0000 0 CAP
168 179 -1 25278 0.0000 0 CAP
168 180 -1 24756 0.0000 0 CAP
168 181 -1 24539 0.0000 0 CAP
168 182 -1 25316 0.0000 0 CAP
168 183 -1 25470 0.0000 0 CAP
168 184 -1 25095 0.0000 0 CAP
168 185 -1 24235 0.0000 0 CAP
168 186 -1 26961 0.0000 0 CAP
168 187 -1 20044 0.0000 0 CAP
168 188 -1 21563 0.0000 0 CAP
168 189 -1 22612 0.0000 0 CAP
168 190 -1 23510 0.0000 0 CAP
168 191 -1 23652 0.0000 0 CAP
168 192 -1 23501 0.0000 0 CAP
# row j=168 L=0.466667 n=193 KILL=0 CYCLE=0 FAT=0 CAP=193 certified=0 lambda[0.0000,0.0000]
169 0 -1 24935 0.0000 0 CAP
169 1 -1 25191 0.0000 0 CAP
169 2 -1 24205 0.0000 0 CAP
169 3 -1 22612 0.0000 0 CAP
169 4 -1 21603 0.0000 0 CAP
169 5 -1 20044 0.0000 0 CAP
169 6 -1 26961 0.0000 0 CAP
169 7 -1 26650 0.0000 0 CAP
169 8 -1 27657 0.0000 0 CAP
169 9 -1 27775 0.0000 0 CAP
169 10 -1 28125 0.0000 0 CAP
169 11 -1 26568 0.0000 0 CAP
169 12 -1 27497 0.0000 0 CAP
169 13 -1 27630 0.0000 0 CAP
169 14 -1 27441 0.0000 0 CAP
169 15 -1 27814 0.0000 0 CAP
169 16 -1 28095 0.0000 0 CAP
169 17 -1 26334 0.0000 0 CAP
169 18 -1 26870 0.0000 0 CAP
169 19 -1 27146 0.0000 0 CAP
169 20 -1 26620 0.0000 0 CAP
169 21 -1 26985 0.0000 0 CAP
169 22 -1 24839 0.0000 0 CAP
169 23 -1 28048 0.0000 0 CAP
169 24 -1 27741 0.0000 0 CAP
169 25 -1 27767 0.0000 0 CAP
169 26 -1 24102 0.0000 0 CAP
169 27 -1 25995 0.0000 0 CAP
169 28 -1 26320 0.0000 0 CAP
169 29 -1 26539 0.0000 0 CAP
169 30 -1 26918 0.0000 0 CAP
169 31 -1 26025 0.0000 0 CAP
169 32 -1 23768 0.0000 0 CAP
169 33 -1 27761 0.0000 0 CAP
169 34 -1 28023 0.0000 0 CAP
169 35 -1 27673 0.0000 0 CAP
169 36 -1 26359 0.0000 0 CAP
169 37 -1 27639 0.0000 0 CAP
169 38 -1 27446 0.0000 0 CAP
169 39 -1 27563 0.0000 0 CAP
169 40 -1 27215 0.0000 0 CAP
169 41 -1 28018 0.0000 0 CAP
169 42 -1 22051 0.0000 0 CAP
169 43 -1 23900 0.0000 0 CAP
169 44 -1 25572 0.0000 0 CAP
169 45 -1 26653 0.0000 0 CAP
169 46 -1 26562 0.0000 0 CAP
169 47 -1 26225 0.0000 0 CAP
169 48 -1 24531 0.0000 0 CAP
169 49 -1 22353 0.0000 0 CAP
169 50 -1 20550 0.0000 0 CAP
169 51 -1 27355 0.0000 0 CAP
169 52 -1 24731 0.0000 0 CAP
169 53 -1 22784 0.0000 0 CAP
169 54 -1 20480 0.0000 0 CAP
169 55 -1 25574 0.0000 0 CAP
169 56 -1 22915 0.0000 0 CAP
169 57 -1 25574 0.0000 0 CAP
169 58 -1 25556 0.0000 0 CAP
169 59 -1 25537 0.0000 0 CAP
169 60 -1 24780 0.0000 0 CAP
169 61 -1 25372 0.0000 0 CAP
169 62 -1 22832 0.0000 0 CAP
169 63 -1 25931 0.0000 0 CAP
169 64 -1 23267 0.0000 0 CAP
169 65 -1 23496 0.0000 0 CAP
169 66 -1 23361 0.0000 0 CAP
169 67 -1 20897 0.0000 0 CAP
169 68 -1 24206 0.0000 0 CAP
169 69 -1 24183 0.0000 0 CAP
169 70 -1 25532 0.0000 0 CAP
169 71 -1 25224 0.0000 0 CAP
169 72 -1 25330 0.0000 0 CAP
169 73 -1 20100 0.0000 0 CAP
169 74 -1 22343 0.0000 0 CAP
169 75 -1 24015 0.0000 0 CAP
169 76 -1 26711 0.0000 0 CAP
169 77 -1 24865 0.0000 0 CAP
169 78 -1 27270 0.0000 0 CAP
169 79 -1 26187 0.0000 0 CAP
169 80 -1 27080 0.0000 0 CAP
169 81 -1 24883 0.0000 0 CAP
169 82 -1 22334 0.0000 0 CAP
169 83 -1 26687 0.0000 0 CAP
169 84 -1 24625 0.0000 0 CAP
169 85 -1 26720 0.0000 0 CAP
169 86 -1 26730 0.0000 0 CAP
169 87 -1 26797 0.0000 0 CAP
169 88 -1 24657 0.0000 0 CAP
169 89 -1 26796 0.0000 0 CAP
169 90 -1 24712 0.0000 0 CAP
169 91 -1 26547 0.0000 0 CAP
169 92 -1 27037 0.0000 0 CAP
169 93 -1 25615 0.0000 0 CAP
169 94 -1 27064 0.0000 0 CAP
169 95 -1 27294 0.0000 0 CAP
169 96 -1 27294 0.0000 0 CAP
169 97 -1 27064 0.0000 0 CAP
169 98 -1 25615 0.0000 0 CAP
169 99 -1 27037 0.0000 0 CAP
169 100 -1 26547 0.0000 0 CAP
169 101 -1 24712 0.0000 0 CAP
169 102 -1 26796 0.0000 0 CAP
169 103 -1 24657 0.0000 0 CAP
169 104 -1 26797 0.0000 0 CAP
169 105 -1 26730 0.0000 0 CAP
169 106 -1 26720 0.0000 0 CAP
169 107 -1 24625 0.0000 0 CAP
169 108 -1 26687 0.0000 0 CAP
169 109 -1 22334 0.0000 0 CAP
169 110 -1 24883 0.0000 0 CAP
169 111 -1 27080 0.0000 0 CAP
169 112 -1 26187 0.0000 0 CAP
169 113 -1 27270 0.0000 0 CAP
169 114 -1 24865 0.0000 0 CAP
169 115 -1 26711 0.0000 0 CAP
169 116 -1 24015 0.0000 0 CAP
169 117 -1 22343 0.0000 0 CAP
169 118 -1 20100 0.0000 0 CAP
169 119 -1 25330 0.0000 0 CAP
169 120 -1 25224 0.0000 0 CAP
169 121 -1 25532 0.0000 0 CAP
169 122 -1 24183 0.0000 0 CAP
169 123 -1 24206 0.0000 0 CAP
169 124 -1 20897 0.0000 0 CAP
169 125 -1 23361 0.0000 0 CAP
169 126 -1 23496 0.0000 0 CAP
169 127 -1 23267 0.0000 0 CAP
169 128 -1 25931 0.0000 0 CAP
169 129 -1 22832 0.0000 0 CAP
169 130 -1 25372 0.0000 0 CAP
169 131 -1 24780 0.0000 0 CAP
169 132 -1 25537 0.0000 0 CAP
169 133 -1 25556 0.0000 0 CAP
169 134 -1 25574 0.0000 0 CAP
169 135 -1 22915 0.0000 0 CAP
169 136 -1 25574 0.0000 0 CAP
169 137 -1 20480 0.0000 0 CAP
169 138 -1 22784 0.0000 0 CAP
169 139 -1 24731 0.0000 0 CAP
169 140 -1 27355 0.0000 0 CAP
169 141 -1 20550 0.0000 0 CAP
169 142 -1 22353 0.0000 0 CAP
169 143 -1 24531 0.0000 0 CAP
169 144 -1 26225 0.0000 0 CAP
169 145 -1 26562 0.0000 0 CAP
169 146 -1 26653 0.0000 0 CAP
169 147 -1 25572 0.0000 0 CAP
169 148 -1 23900 0.0000 0 CAP
169 149 -1 22051 0.0000 0 CAP
169 150 -1 28018 0.0000 0 CAP
169 151 -1 27215 0.0000 0 CAP
169 152 -1 27563 0.0000 0 CAP
169 153 -1 27446 0.0000 0 CAP
169 154 -1 27639 0.0000 0 CAP
169 155 -1 26359 0.0000 0 CAP
169 156 -1 27673 0.0000 0 CAP
169 157 -1 28023 0.0000 0 CAP
169 158 -1 27761 0.0000 0 CAP
169 159 -1 23768 0.0000 0 CAP
169 160 -1 26025 0.0000 0 CAP
169 161 -1 26918 0.0000 0 CAP
169 162 -1 26539 0.0000 0 CAP
169 163 -1 26320 0.0000 0 CAP
169 164 -1 25995 0.0000 0 CAP
169 165 -1 24102 0.0000 0 CAP
169 166 -1 27767 0.0000 0 CAP
169 167 -1 27741 0.0000 0 CAP
169 168 -1 28048 0.0000 0 CAP
169 169 -1 24839 0.0000 0 CAP
169 170 -1 26985 0.0000 0 CAP
169 171 -1 26620 0.0000 0 CAP
169 172 -1 27146 0.0000 0 CAP
169 173 -1 26870 0.0000 0 CAP
169 174 -1 26334 0.0000 0 CAP
169 175 -1 28095 0.0000 0 CAP
169 176 -1 27814 0.0000 0 CAP
169 177 -1 27441 0.0000 0 CAP
169 178 -1 27630 0.0000 0 CAP
169 179 -1 27497 0.0000 0 CAP
169 180 -1 26568 0.0000 0 CAP
169 181 -1 28125 0.0000 0 CAP
169 182 -1 27775 0.0000 0 CAP
169 183 -1 27657 0.0000 0 CAP
169 184 -1 26650 0.0000 0 CAP
169 185 -1 26961 0.0000 0 CAP
169 186 -1 20044 0.0000 0 CAP
169 187 -1 21603 0.0000 0 CAP
169 188 -1 22612 0.0000 0 CAP
169 189 -1 24205 0.0000 0 CAP
169 190 -1 25191 0.0000 0 CAP
169 191 -1 24935 0.0000 0 CAP
# row j=169 L=0.469444 n=192 KILL=0 CYCLE=0 FAT=0 CAP=192 certified=0 lambda[0.0000,0.0000]
170 0 -1 26494 0.0000 0 CAP
170 1 -1 25896 0.0000 0 CAP
170 2 -1 24205 0.0000 0 CAP
170 3 -1 22989 0.0000 0 CAP
170 4 -1 21603 0.0000 0 CAP
170 5 -1 21053 0.0000 0 CAP
170 6 -1 21232 0.0000 0 CAP
170 7 -1 20244 0.0000 0 CAP
170 8 -1 20735 0.0000 0 CAP
170 9 -1 21249 0.0000 0 CAP
170 10 -1 21001 0.0000 0 CAP
170 11 -1 20362 0.0000 0 CAP
170 12 -1 20648 0.0000 0 CAP
170 13 -1 20721 0.0000 0 CAP
170 14 -1 20712 0.0000 0 CAP
170 15 -1 21586 0.0000 0 CAP
170 16 -1 21084 0.0000 0 CAP
170 17 -1 28589 0.0000 0 CAP
170 18 -1 20039 0.0000 0 CAP
170 19 -1 20038 0.0000 0 CAP
170 20 -1 20418 0.0000 0 CAP
170 21 -1 21052 0.0000 0 CAP
170 22 -1 21054 0.0000 0 CAP
170 23 -1 21329 0.0000 0 CAP
170 24 -1 20795 0.0000 0 CAP
170 25 -1 21154 0.0000 0 CAP
170 26 -1 25995 0.0000 0 CAP
170 27 -1 27613 0.0000 0 CAP
170 28 -1 20142 0.0000 0 CAP
170 29 -1 28657 0.0000 0 CAP
170 30 -1 28036 0.0000 0 CAP
170 31 -1 26025 0.0000 0 CAP
170 32 -1 20770 0.0000 0 CAP
170 33 -1 21174 0.0000 0 CAP
170 34 -1 20997 0.0000 0 CAP
170 35 -1 20891 0.0000 0 CAP
170 36 -1 20183 0.0000 0 CAP
170 37 -1 20756 0.0000 0 CAP
170 38 -1 20710 0.0000 0 CAP
170 39 -1 20649 0.0000 0 CAP
170 40 -1 20922 0.0000 0 CAP
170 41 -1 21177 0.0000 0 CAP
170 42 -1 23900 0.0000 0 CAP
170 43 -1 25572 0.0000 0 CAP
170 44 -1 27738 0.0000 0 CAP
170 45 -1 28470 0.0000 0 CAP
170 46 -1 28211 0.0000 0 CAP
170 47 -1 26225 0.0000 0 CAP
170 48 -1 24531 0.0000 0 CAP
170 49 -1 22353 0.0000 0 CAP
170 50 -1 20550 0.0000 0 CAP
170 51 -1 27355 0.0000 0 CAP
170 52 -1 24731 0.0000 0 CAP
170 53 -1 22784 0.0000 0 CAP
170 54 -1 20599 0.0000 0 CAP
170 55 -1 20109 0.0000 0 CAP
170 56 -1 28194 0.0000 0 CAP
170 57 -1 21056 0.0000 0 CAP
170 58 -1 20607 0.0000 0 CAP
170 59 -1 20022 0.0000 0 CAP
170 60 -1 21093 0.0000 0 CAP
170 61 -1 26738 0.0000 0 CAP
170 62 -1 20643 0.0000 0 CAP
170 63 -1 27811 0.0000 0 CAP
170 64 -1 21331 0.0000 0 CAP
170 65 -1 20701 0.0000 0 CAP
170 66 -1 27929 0.0000 0 CAP
170 67 -1 24206 0.0000 0 CAP
170 68 -1 26987 0.0000 0 CAP
170 69 -1 20804 0.0000 0 CAP
170 70 -1 20716 0.0000 0 CAP
170 71 -1 20966 0.0000 0 CAP
170 72 -1 20100 0.0000 0 CAP
170 73 -1 22343 0.0000 0 CAP
170 74 -1 24015 0.0000 0 CAP
170 75 -1 27160 0.0000 0 CAP
170 76 -1 27243 0.0000 0 CAP
170 77 -1 20819 0.0000 0 CAP
170 78 -1 20861 0.0000 0 CAP
170 79 -1 20040 0.0000 0 CAP
170 80 -1 27677 0.0000 0 CAP
170 81 -1 24883 0.0000 0 CAP
170 82 -1 21534 0.0000 0 CAP
170 83 -1 21569 0.0000 0 CAP
170 84 -1 21523 0.0000 0 CAP
170 85 -1 21058 0.0000 0 CAP
170 86 -1 21280 0.0000 0 CAP
170 87 -1 21286 0.0000 0 CAP
170 88 -1 27624 0.0000 0 CAP
170 89 -1 27430 0.0000 0 CAP
170 90 -1 21270 0.0000 0 CAP
170 91 -1 20702 0.0000 0 CAP
170 92 -1 21289 0.0000 0 CAP
170 93 -1 20516 0.0000 0 CAP
170 94 -1 20662 0.0000 0 CAP
170 95 -1 20662 0.0000 0 CAP
170 96 -1 20662 0.0000 0 CAP
170 97 -1 20516 0.0000 0 CAP
170 98 -1 21289 0.0000 0 CAP
170 99 -1 20702 0.0000 0 CAP
170 100 -1 21270 0.0000 0 CAP
170 101 -1 27430 0.0000 0 CAP
170 102 -1 27624 0.0000 0 CAP
170 103 -1 21286 0.0000 0 CAP
170 104 -1 21280 0.0000 0 CAP
170 105 -1 21058 0.0000 0 CAP
170 106 -1 21523 0.0000 0 CAP
170 107 -1 21569 0.0000 0 CAP
170 108 -1 21534 0.0000 0 CAP
170 109 -1 24883 0.0000 0 CAP
170 110 -1 27677 0.0000 0 CAP
170 111 -1 20040 0.0000 0 CAP
170 112 -1 20861 0.0000 0 CAP
170 113 -1 20819 0.0000 0 CAP
170 114 -1 27243 0.0000 0 CAP
170 115 -1 27160 0.0000 0 CAP
170 116 -1 24015 0.0000 0 CAP
170 117 -1 22343 0.0000 0 CAP
170 118 -1 20100 0.0000 0 CAP
170 119 -1 20966 0.0000 0 CAP
170 120 -1 20716 0.0000 0 CAP
170 121 -1 20804 0.0000 0 CAP
170 122 -1 26987 0.0000 0 CAP
170 123 -1 24206 0.0000 0 CAP
170 124 -1 27929 0.0000 0 CAP
170 125 -1 20701 0.0000 0 CAP
170 126 -1 21331 0.0000 0 CAP
170 127 -1 27811 0.0000 0 CAP
170 128 -1 20643 0.0000 0 CAP
170 129 -1 26738 0.0000 0 CAP
170 130 -1 21093 0.0000 0 CAP
