# X2 (y-model)  G=360  L=j/G  depth=30 cap=20000
# j i kill comps lambda maxoutdeg verdict
136 136 -1 1188 1.2367 2 FAT
136 137 -1 1188 1.2367 2 FAT
136 138 -1 1188 1.2367 2 FAT
136 139 -1 1188 1.2367 2 FAT
136 140 -1 1188 1.2367 2 FAT
136 141 -1 1188 1.2367 2 FAT
136 142 -1 1405 1.2366 2 FAT
136 143 -1 2489 1.2624 2 FAT
136 144 -1 3069 1.2745 2 FAT
136 145 -1 2990 1.2711 2 FAT
136 146 -1 2063 1.2526 2 FAT
136 147 -1 2658 1.2604 2 FAT
136 148 -1 2053 1.2536 2 FAT
136 149 -1 2379 1.2638 2 FAT
136 150 -1 2379 1.2638 2 FAT
136 151 -1 2001 1.2534 2 FAT
136 152 -1 1408 1.2339 2 FAT
136 153 -1 763 1.1935 2 FAT
136 154 -1 490 1.1941 2 FAT
136 155 -1 490 1.1941 2 FAT
136 156 -1 490 1.1941 2 FAT
136 157 -1 490 1.1941 2 FAT
136 158 -1 490 1.1941 2 FAT
136 159 -1 490 1.1941 2 FAT
136 160 -1 490 1.1941 2 FAT
136 161 -1 225 1.1466 2 FAT
136 162 -1 175 1.1466 2 FAT
136 163 -1 175 1.1466 2 FAT
136 164 -1 71 1.1004 2 FAT
136 165 -1 9 1.0000 1 CYCLE
136 166 -1 6 1.0000 1 CYCLE
136 167 -1 18 1.0000 1 CYCLE
136 168 -1 59 1.0386 2 FAT
136 169 -1 59 1.0386 2 FAT
136 170 -1 30 1.0000 1 CYCLE
136 171 -1 6 1.0000 1 CYCLE
136 172 -1 9 1.0000 1 CYCLE
136 173 -1 9 1.0000 1 CYCLE
136 174 -1 118 1.1289 2 FAT
136 175 -1 199 1.1501 2 FAT
136 176 -1 230 1.1588 2 FAT
136 177 -1 230 1.1588 2 FAT
136 178 -1 275 1.1581 2 FAT
136 179 -1 573 1.1968 2 FAT
136 180 -1 870 1.2207 2 FAT
136 181 -1 870 1.2207 2 FAT
136 182 -1 870 1.2207 2 FAT
136 183 -1 870 1.2207 2 FAT
136 184 -1 870 1.2207 2 FAT
136 185 -1 870 1.2207 2 FAT
136 186 -1 870 1.2207 2 FAT
136 187 -1 870 1.2207 2 FAT
136 188 -1 870 1.2207 2 FAT
136 189 -1 870 1.2207 2 FAT
136 190 -1 568 1.1940 2 FAT
136 191 -1 1073 1.2059 2 FAT
136 192 -1 1124 1.1997 2 FAT
136 193 -1 789 1.1942 2 FAT
136 194 -1 1257 1.2128 2 FAT
136 195 -1 1668 1.2311 2 FAT
136 196 -1 993 1.2084 2 FAT
136 197 -1 1329 1.2288 2 FAT
136 198 -1 1329 1.2288 2 FAT
136 199 -1 689 1.1833 2 FAT
136 200 -1 279 1.1643 2 FAT
136 201 -1 279 1.1643 2 FAT
136 202 -1 279 1.1643 2 FAT
136 203 -1 279 1.1643 2 FAT
136 204 -1 391 1.1655 2 FAT
136 205 -1 877 1.2089 2 FAT
136 206 -1 1377 1.2361 2 FAT
136 207 -1 1810 1.2511 2 FAT
136 208 -1 1810 1.2511 2 FAT
136 209 -1 1810 1.2511 2 FAT
136 210 -1 1810 1.2511 2 FAT
136 211 -1 1812 1.2321 2 FAT
136 212 -1 2222 1.2502 2 FAT
136 213 -1 2074 1.2468 2 FAT
136 214 -1 1772 1.2360 2 FAT
136 215 -1 999 1.2027 2 FAT
136 216 -1 1049 1.2195 2 FAT
136 217 -1 1569 1.2447 2 FAT
136 218 -1 1569 1.2447 2 FAT
136 219 -1 2325 1.2597 2 FAT
136 220 -1 2639 1.2690 2 FAT
136 221 -1 3648 1.2848 2 FAT
136 222 -1 4127 1.2897 0 FAT
136 223 -1 4063 1.2880 2 FAT
136 224 -1 4362 1.2947 0 FAT
# row j=136 L=0.377778 n=225 KILL=0 CYCLE=45 FAT=180 CAP=0 certified=45 lambda[1.0365,1.2947]
137 0 -1 5565 1.3100 0 FAT
137 1 -1 5140 1.3010 0 FAT
137 2 -1 4509 1.2964 0 FAT
137 3 -1 3648 1.2848 2 FAT
137 4 -1 2639 1.2690 2 FAT
137 5 -1 2325 1.2597 2 FAT
137 6 -1 1569 1.2447 2 FAT
137 7 -1 1569 1.2447 2 FAT
137 8 -1 1799 1.2255 2 FAT
137 9 -1 1772 1.2360 2 FAT
137 10 -1 2266 1.2469 2 FAT
137 11 -1 3068 1.2703 2 FAT
137 12 -1 2898 1.2636 2 FAT
137 13 -1 2628 1.2596 2 FAT
137 14 -1 1810 1.2511 2 FAT
137 15 -1 1810 1.2511 2 FAT
137 16 -1 1810 1.2511 2 FAT
137 17 -1 1810 1.2511 2 FAT
137 18 -1 1377 1.2361 2 FAT
137 19 -1 877 1.2089 2 FAT
137 20 -1 391 1.1655 2 FAT
137 21 -1 279 1.1643 2 FAT
137 22 -1 279 1.1643 2 FAT
137 23 -1 279 1.1643 2 FAT
137 24 -1 689 1.1833 2 FAT
137 25 -1 1329 1.2288 2 FAT
137 26 -1 1329 1.2288 2 FAT
137 27 -1 2017 1.2491 2 FAT
137 28 -1 1668 1.2311 2 FAT
137 29 -1 2018 1.2457 2 FAT
137 30 -1 1257 1.2128 2 FAT
137 31 -1 1191 1.2066 2 FAT
137 32 -1 1940 1.2391 2 FAT
137 33 -1 1616 1.2277 2 FAT
137 34 -1 870 1.2207 2 FAT
137 35 -1 870 1.2207 2 FAT
137 36 -1 870 1.2207 2 FAT
137 37 -1 870 1.2207 2 FAT
137 38 -1 870 1.2207 2 FAT
137 39 -1 870 1.2207 2 FAT
137 40 -1 870 1.2207 2 FAT
137 41 -1 870 1.2207 2 FAT
137 42 -1 870 1.2207 2 FAT
137 43 -1 870 1.2207 2 FAT
137 44 -1 870 1.2207 2 FAT
137 45 -1 573 1.1968 2 FAT
137 46 -1 275 1.1581 2 FAT
137 47 -1 230 1.1588 2 FAT
137 48 -1 230 1.1588 2 FAT
137 49 -1 199 1.1501 2 FAT
137 50 -1 118 1.1289 2 FAT
137 51 -1 9 1.0000 1 CYCLE
137 52 -1 84 1.0410 2 FAT
137 53 -1 30 1.0000 1 CYCLE
137 54 -1 59 1.0386 2 FAT
137 55 -1 59 1.0386 2 FAT
137 56 -1 59 1.0386 2 FAT
137 57 -1 18 1.0000 1 CYCLE
137 58 -1 9 1.0000 1 CYCLE
137 59 -1 71 1.1004 2 FAT
137 60 -1 175 1.1466 2 FAT
137 61 -1 175 1.1466 2 FAT
137 62 -1 225 1.1466 2 FAT
137 63 -1 490 1.1941 2 FAT
137 64 -1 490 1.1941 2 FAT
137 65 -1 490 1.1941 2 FAT
137 66 -1 490 1.1941 2 FAT
137 67 -1 490 1.1941 2 FAT
137 68 -1 490 1.1941 2 FAT
137 69 -1 490 1.1941 2 FAT
137 70 -1 792 1.1935 2 FAT
137 71 -1 1408 1.2339 2 FAT
137 72 -1 2001 1.2534 2 FAT
137 73 -1 2379 1.2638 2 FAT
137 74 -1 2379 1.2638 2 FAT
137 75 -1 2813 1.2639 2 FAT
137 76 -1 3814 1.2825 2 FAT
137 77 -1 2863 1.2667 2 FAT
137 78 -1 2990 1.2711 2 FAT
137 79 -1 4328 1.2940 0 FAT
137 80 -1 3069 1.2745 2 FAT
137 81 -1 2489 1.2624 2 FAT
137 82 -1 1405 1.2366 2 FAT
137 83 -1 1188 1.2367 2 FAT
137 84 -1 1188 1.2367 2 FAT
137 85 -1 1188 1.2367 2 FAT
137 86 -1 1188 1.2367 2 FAT
137 87 -1 1188 1.2367 2 FAT
137 88 -1 1188 1.2367 2 FAT
137 89 -1 942 1.2241 2 FAT
137 90 -1 492 1.1903 2 FAT
137 91 -1 438 1.1903 2 FAT
137 92 -1 438 1.1903 2 FAT
137 93 -1 438 1.1903 2 FAT
137 94 -1 234 1.1621 2 FAT
137 95 -1 151 1.1422 2 FAT
137 96 -1 31 1.0365 2 FAT
137 97 -1 8 1.0000 1 CYCLE
137 98 -1 6 1.0000 1 CYCLE
137 99 -1 6 1.0000 1 CYCLE
137 100 -1 6 1.0000 1 CYCLE
137 101 -1 4 1.0000 1 CYCLE
137 102 -1 4 1.0000 1 CYCLE
137 103 -1 4 1.0000 1 CYCLE
137 104 -1 4 1.0000 1 CYCLE
137 105 -1 4 1.0000 1 CYCLE
137 106 -1 4 1.0000 1 CYCLE
137 107 -1 4 1.0000 1 CYCLE
137 108 -1 4 1.0000 1 CYCLE
137 109 -1 4 1.0000 1 CYCLE
137 110 -1 2 1.0000 1 CYCLE
137 111 -1 2 1.0000 1 CYCLE
137 112 -1 2 1.0000 1 CYCLE
137 113 -1 2 1.0000 1 CYCLE
137 114 -1 4 1.0000 1 CYCLE
137 115 -1 4 1.0000 1 CYCLE
137 116 -1 4 1.0000 1 CYCLE
137 117 -1 4 1.0000 1 CYCLE
137 118 -1 4 1.0000 1 CYCLE
137 119 -1 4 1.0000 1 CYCLE
137 120 -1 4 1.0000 1 CYCLE
137 121 -1 4 1.0000 1 CYCLE
137 122 -1 4 1.0000 1 CYCLE
137 123 -1 6 1.0000 1 CYCLE
137 124 -1 6 1.0000 1 CYCLE
137 125 -1 6 1.0000 1 CYCLE
137 126 -1 8 1.0000 1 CYCLE
137 127 -1 31 1.0365 2 FAT
137 128 -1 151 1.1422 2 FAT
137 129 -1 234 1.1621 2 FAT
137 130 -1 438 1.1903 2 FAT
137 131 -1 438 1.1903 2 FAT
137 132 -1 438 1.1903 2 FAT
137 133 -1 492 1.1903 2 FAT
137 134 -1 942 1.2241 2 FAT
137 135 -1 1188 1.2367 2 FAT
137 136 -1 1188 1.2367 2 FAT
137 137 -1 1188 1.2367 2 FAT
137 138 -1 1188 1.2367 2 FAT
137 139 -1 1188 1.2367 2 FAT
137 140 -1 1188 1.2367 2 FAT
137 141 -1 1405 1.2366 2 FAT
137 142 -1 2489 1.2624 2 FAT
137 143 -1 3069 1.2745 2 FAT
137 144 -1 4328 1.2940 0 FAT
137 145 -1 2990 1.2711 2 FAT
137 146 -1 2863 1.2667 2 FAT
137 147 -1 3814 1.2825 2 FAT
137 148 -1 2813 1.2639 2 FAT
137 149 -1 2379 1.2638 2 FAT
137 150 -1 2379 1.2638 2 FAT
137 151 -1 2001 1.2534 2 FAT
137 152 -1 1408 1.2339 2 FAT
137 153 -1 792 1.1935 2 FAT
137 154 -1 490 1.1941 2 FAT
137 155 -1 490 1.1941 2 FAT
137 156 -1 490 1.1941 2 FAT
137 157 -1 490 1.1941 2 FAT
137 158 -1 490 1.1941 2 FAT
137 159 -1 490 1.1941 2 FAT
137 160 -1 490 1.1941 2 FAT
137 161 -1 225 1.1466 2 FAT
137 162 -1 175 1.1466 2 FAT
137 163 -1 175 1.1466 2 FAT
137 164 -1 71 1.1004 2 FAT
137 165 -1 9 1.0000 1 CYCLE
137 166 -1 18 1.0000 1 CYCLE
137 167 -1 59 1.0386 2 FAT
137 168 -1 59 1.0386 2 FAT
137 169 -1 59 1.0386 2 FAT
137 170 -1 30 1.0000 1 CYCLE
137 171 -1 84 1.0410 2 FAT
137 172 -1 9 1.0000 1 CYCLE
137 173 -1 118 1.1289 2 FAT
137 174 -1 199 1.1501 2 FAT
137 175 -1 230 1.1588 2 FAT
137 176 -1 230 1.1588 2 FAT
137 177 -1 275 1.1581 2 FAT
137 178 -1 573 1.1968 2 FAT
137 179 -1 870 1.2207 2 FAT
137 180 -1 870 1.2207 2 FAT
137 181 -1 870 1.2207 2 FAT
137 182 -1 870 1.2207 2 FAT
137 183 -1 870 1.2207 2 FAT
137 184 -1 870 1.2207 2 FAT
137 185 -1 870 1.2207 2 FAT
137 186 -1 870 1.2207 2 FAT
137 187 -1 870 1.2207 2 FAT
137 188 -1 870 1.2207 2 FAT
137 189 -1 870 1.2207 2 FAT
137 190 -1 1616 1.2277 2 FAT
137 191 -1 1940 1.2391 2 FAT
137 192 -1 1191 1.2066 2 FAT
137 193 -1 1257 1.2128 2 FAT
137 194 -1 2018 1.2457 2 FAT
137 195 -1 1668 1.2311 2 FAT
137 196 -1 2017 1.2491 2 FAT
137 197 -1 1329 1.2288 2 FAT
137 198 -1 1329 1.2288 2 FAT
137 199 -1 689 1.1833 2 FAT
137 200 -1 279 1.1643 2 FAT
137 201 -1 279 1.1643 2 FAT
137 202 -1 279 1.1643 2 FAT
137 203 -1 391 1.1655 2 FAT
137 204 -1 877 1.2089 2 FAT
137 205 -1 1377 1.2361 2 FAT
137 206 -1 1810 1.2511 2 FAT
137 207 -1 1810 1.2511 2 FAT
137 208 -1 1810 1.2511 2 FAT
137 209 -1 1810 1.2511 2 FAT
137 210 -1 2628 1.2596 2 FAT
137 211 -1 2898 1.2636 2 FAT
137 212 -1 3068 1.2703 2 FAT
137 213 -1 2266 1.2469 2 FAT
137 214 -1 1772 1.2360 2 FAT
137 215 -1 1799 1.2255 2 FAT
137 216 -1 1569 1.2447 2 FAT
137 217 -1 1569 1.2447 2 FAT
137 218 -1 2325 1.2597 2 FAT
137 219 -1 2639 1.2690 2 FAT
137 220 -1 3648 1.2848 2 FAT
137 221 -1 4509 1.2964 0 FAT
137 222 -1 5140 1.3010 0 FAT
137 223 -1 5565 1.3100 0 FAT
# row j=137 L=0.380556 n=224 KILL=0 CYCLE=38 FAT=186 CAP=0 certified=38 lambda[1.0365,1.3100]
138 0 -1 6748 1.3205 0 FAT
138 1 -1 5552 1.3072 0 FAT
138 2 -1 4509 1.2964 0 FAT
138 3 -1 3648 1.2848 2 FAT
138 4 -1 2639 1.2690 2 FAT
138 5 -1 2325 1.2597 2 FAT
138 6 -1 1569 1.2447 2 FAT
138 7 -1 2697 1.2572 2 FAT
138 8 -1 2947 1.2573 2 FAT
138 9 -1 2266 1.2469 2 FAT
138 10 -1 3068 1.2703 2 FAT
138 11 -1 3873 1.2816 2 FAT
138 12 -1 3792 1.2820 2 FAT
138 13 -1 2628 1.2596 2 FAT
138 14 -1 1810 1.2511 2 FAT
138 15 -1 1810 1.2511 2 FAT
138 16 -1 1810 1.2511 2 FAT
138 17 -1 1810 1.2511 2 FAT
138 18 -1 1377 1.2361 2 FAT
138 19 -1 877 1.2089 2 FAT
138 20 -1 391 1.1655 2 FAT
138 21 -1 279 1.1643 2 FAT
138 22 -1 456 1.1665 2 FAT
138 23 -1 689 1.1833 2 FAT
138 24 -1 1329 1.2288 2 FAT
138 25 -1 1329 1.2288 2 FAT
138 26 -1 2017 1.2491 2 FAT
138 27 -1 2959 1.2671 2 FAT
138 28 -1 2344 1.2478 2 FAT
138 29 -1 2018 1.2457 2 FAT
138 30 -1 1927 1.2273 2 FAT
138 31 -1 2007 1.2427 2 FAT
138 32 -1 2657 1.2572 2 FAT
138 33 -1 2318 1.2533 2 FAT
138 34 -1 870 1.2207 2 FAT
138 35 -1 870 1.2207 2 FAT
138 36 -1 870 1.2207 2 FAT
138 37 -1 870 1.2207 2 FAT
138 38 -1 870 1.2207 2 FAT
138 39 -1 870 1.2207 2 FAT
138 40 -1 870 1.2207 2 FAT
138 41 -1 870 1.2207 2 FAT
138 42 -1 870 1.2207 2 FAT
138 43 -1 870 1.2207 2 FAT
138 44 -1 870 1.2207 2 FAT
138 45 -1 573 1.1968 2 FAT
138 46 -1 275 1.1581 2 FAT
138 47 -1 230 1.1588 2 FAT
138 48 -1 230 1.1588 2 FAT
138 49 -1 199 1.1501 2 FAT
138 50 -1 118 1.1289 2 FAT
138 51 -1 177 1.0714 2 FAT
138 52 -1 188 1.0807 2 FAT
138 53 -1 59 1.0386 2 FAT
138 54 -1 59 1.0386 2 FAT
138 55 -1 59 1.0386 2 FAT
138 56 -1 59 1.0386 2 FAT
138 57 -1 84 1.0410 2 FAT
138 58 -1 369 1.1580 2 FAT
138 59 -1 175 1.1466 2 FAT
138 60 -1 175 1.1466 2 FAT
138 61 -1 225 1.1466 2 FAT
138 62 -1 490 1.1941 2 FAT
138 63 -1 490 1.1941 2 FAT
138 64 -1 490 1.1941 2 FAT
138 65 -1 490 1.1941 2 FAT
138 66 -1 490 1.1941 2 FAT
138 67 -1 490 1.1941 2 FAT
138 68 -1 631 1.1938 2 FAT
138 69 -1 792 1.1935 2 FAT
138 70 -1 1408 1.2339 2 FAT
138 71 -1 2001 1.2534 2 FAT
138 72 -1 2379 1.2638 2 FAT
138 73 -1 2379 1.2638 2 FAT
138 74 -1 2884 1.2640 2 FAT
138 75 -1 4253 1.2902 0 FAT
138 76 -1 4031 1.2870 2 FAT
138 77 -1 4221 1.2851 0 FAT
138 78 -1 4328 1.2940 0 FAT
138 79 -1 4328 1.2940 0 FAT
138 80 -1 3069 1.2745 2 FAT
138 81 -1 2489 1.2624 2 FAT
138 82 -1 1547 1.2364 2 FAT
138 83 -1 1188 1.2367 2 FAT
138 84 -1 1188 1.2367 2 FAT
138 85 -1 1188 1.2367 2 FAT
138 86 -1 1188 1.2367 2 FAT
138 87 -1 1188 1.2367 2 FAT
138 88 -1 1188 1.2367 2 FAT
138 89 -1 942 1.2241 2 FAT
138 90 -1 492 1.1903 2 FAT
138 91 -1 438 1.1903 2 FAT
138 92 -1 438 1.1903 2 FAT
138 93 -1 438 1.1903 2 FAT
138 94 -1 234 1.1621 2 FAT
138 95 -1 151 1.1422 2 FAT
138 96 -1 31 1.0365 2 FAT
138 97 -1 8 1.0000 1 CYCLE
138 98 -1 6 1.0000 1 CYCLE
138 99 -1 6 1.0000 1 CYCLE
138 100 -1 6 1.0000 1 CYCLE
138 101 -1 4 1.0000 1 CYCLE
138 102 -1 4 1.0000 1 CYCLE
138 103 -1 4 1.0000 1 CYCLE
138 104 -1 4 1.0000 1 CYCLE
138 105 -1 4 1.0000 1 CYCLE
138 106 -1 4 1.0000 1 CYCLE
138 107 -1 4 1.0000 1 CYCLE
138 108 -1 4 1.0000 1 CYCLE
138 109 -1 4 1.0000 1 CYCLE
138 110 -1 4 1.0000 1 CYCLE
138 111 -1 2 1.0000 1 CYCLE
138 112 -1 4 1.0000 1 CYCLE
138 113 -1 4 1.0000 1 CYCLE
138 114 -1 4 1.0000 1 CYCLE
138 115 -1 4 1.0000 1 CYCLE
138 116 -1 4 1.0000 1 CYCLE
138 117 -1 4 1.0000 1 CYCLE
138 118 -1 4 1.0000 1 CYCLE
138 119 -1 4 1.0000 1 CYCLE
138 120 -1 4 1.0000 1 CYCLE
138 121 -1 4 1.0000 1 CYCLE
138 122 -1 6 1.0000 1 CYCLE
138 123 -1 6 1.0000 1 CYCLE
138 124 -1 6 1.0000 1 CYCLE
138 125 -1 8 1.0000 1 CYCLE
138 126 -1 31 1.0365 2 FAT
138 127 -1 151 1.1422 2 FAT
138 128 -1 234 1.1621 2 FAT
138 129 -1 438 1.1903 2 FAT
138 130 -1 438 1.1903 2 FAT
138 131 -1 438 1.1903 2 FAT
138 132 -1 492 1.1903 2 FAT
138 133 -1 942 1.2241 2 FAT
138 134 -1 1188 1.2367 2 FAT
138 135 -1 1188 1.2367 2 FAT
138 136 -1 1188 1.2367 2 FAT
138 137 -1 1188 1.2367 2 FAT
138 138 -1 1188 1.2367 2 FAT
138 139 -1 1188 1.2367 2 FAT
138 140 -1 1547 1.2364 2 FAT
138 141 -1 2489 1.2624 2 FAT
138 142 -1 3069 1.2745 2 FAT
138 143 -1 4328 1.2940 0 FAT
138 144 -1 4328 1.2940 0 FAT
138 145 -1 4221 1.2851 0 FAT
138 146 -1 4031 1.2870 2 FAT
138 147 -1 4253 1.2902 0 FAT
138 148 -1 2884 1.2640 2 FAT
138 149 -1 2379 1.2638 2 FAT
138 150 -1 2379 1.2638 2 FAT
138 151 -1 2001 1.2534 2 FAT
138 152 -1 1408 1.2339 2 FAT
138 153 -1 792 1.1935 2 FAT
138 154 -1 631 1.1938 2 FAT
138 155 -1 490 1.1941 2 FAT
138 156 -1 490 1.1941 2 FAT
138 157 -1 490 1.1941 2 FAT
138 158 -1 490 1.1941 2 FAT
138 159 -1 490 1.1941 2 FAT
138 160 -1 490 1.1941 2 FAT
138 161 -1 225 1.1466 2 FAT
138 162 -1 175 1.1466 2 FAT
138 163 -1 175 1.1466 2 FAT
138 164 -1 369 1.1580 2 FAT
138 165 -1 84 1.0410 2 FAT
138 166 -1 59 1.0386 2 FAT
138 167 -1 59 1.0386 2 FAT
138 168 -1 59 1.0386 2 FAT
138 169 -1 59 1.0386 2 FAT
138 170 -1 188 1.0807 2 FAT
138 171 -1 177 1.0714 2 FAT
138 172 -1 118 1.1289 2 FAT
138 173 -1 199 1.1501 2 FAT
138 174 -1 230 1.1588 2 FAT
138 175 -1 230 1.1588 2 FAT
138 176 -1 275 1.1581 2 FAT
138 177 -1 573 1.1968 2 FAT
138 178 -1 870 1.2207 2 FAT
138 179 -1 870 1.2207 2 FAT
138 180 -1 870 1.2207 2 FAT
138 181 -1 870 1.2207 2 FAT
138 182 -1 870 1.2207 2 FAT
138 183 -1 870 1.2207 2 FAT
138 184 -1 870 1.2207 2 FAT
138 185 -1 870 1.2207 2 FAT
138 186 -1 870 1.2207 2 FAT
138 187 -1 870 1.2207 2 FAT
138 188 -1 870 1.2207 2 FAT
138 189 -1 2318 1.2533 2 FAT
138 190 -1 2657 1.2572 2 FAT
138 191 -1 2007 1.2427 2 FAT
138 192 -1 1927 1.2273 2 FAT
138 193 -1 2018 1.2457 2 FAT
138 194 -1 2344 1.2478 2 FAT
138 195 -1 2959 1.2671 2 FAT
138 196 -1 2017 1.2491 2 FAT
138 197 -1 1329 1.2288 2 FAT
138 198 -1 1329 1.2288 2 FAT
138 199 -1 689 1.1833 2 FAT
138 200 -1 456 1.1665 2 FAT
138 201 -1 279 1.1643 2 FAT
138 202 -1 391 1.1655 2 FAT
138 203 -1 877 1.2089 2 FAT
138 204 -1 1377 1.2361 2 FAT
138 205 -1 1810 1.2511 2 FAT
138 206 -1 1810 1.2511 2 FAT
138 207 -1 1810 1.2511 2 FAT
138 208 -1 1810 1.2511 2 FAT
138 209 -1 2628 1.2596 2 FAT
138 210 -1 3792 1.2820 2 FAT
138 211 -1 3873 1.2816 2 FAT
138 212 -1 3068 1.2703 2 FAT
138 213 -1 2266 1.2469 2 FAT
138 214 -1 2947 1.2573 2 FAT
138 215 -1 2697 1.2572 2 FAT
138 216 -1 1569 1.2447 2 FAT
138 217 -1 2325 1.2597 2 FAT
138 218 -1 2639 1.2690 2 FAT
138 219 -1 3648 1.2848 2 FAT
138 220 -1 4509 1.2964 0 FAT
138 221 -1 5552 1.3072 0 FAT
138 222 -1 6748 1.3205 0 FAT
# row j=138 L=0.383333 n=223 KILL=0 CYCLE=29 FAT=194 CAP=0 certified=29 lambda[1.0365,1.3205]
139 0 -1 7168 1.3248 0 FAT
139 1 -1 5552 1.3072 0 FAT
139 2 -1 4509 1.2964 0 FAT
139 3 -1 3648 1.2848 2 FAT
139 4 -1 2639 1.2690 2 FAT
139 5 -1 2325 1.2597 2 FAT
139 6 -1 2697 1.2572 2 FAT
139 7 -1 3941 1.2791 2 FAT
139 8 -1 3736 1.2689 2 FAT
139 9 -1 3068 1.2703 2 FAT
139 10 -1 3873 1.2816 2 FAT
139 11 -1 4821 1.2963 0 FAT
139 12 -1 3792 1.2820 2 FAT
139 13 -1 2628 1.2596 2 FAT
139 14 -1 1810 1.2511 2 FAT
139 15 -1 1810 1.2511 2 FAT
139 16 -1 1810 1.2511 2 FAT
139 17 -1 1810 1.2511 2 FAT
139 18 -1 1377 1.2361 2 FAT
139 19 -1 877 1.2089 2 FAT
139 20 -1 391 1.1655 2 FAT
139 21 -1 838 1.1692 2 FAT
139 22 -1 689 1.1833 2 FAT
139 23 -1 1329 1.2288 2 FAT
139 24 -1 1329 1.2288 2 FAT
139 25 -1 2017 1.2491 2 FAT
139 26 -1 2959 1.2671 2 FAT
139 27 -1 3359 1.2761 2 FAT
139 28 -1 2344 1.2478 2 FAT
139 29 -1 2951 1.2579 2 FAT
139 30 -1 2973 1.2583 2 FAT
139 31 -1 2726 1.2598 2 FAT
139 32 -1 3441 1.2750 2 FAT
139 33 -1 2318 1.2533 2 FAT
139 34 -1 1192 1.2208 2 FAT
139 35 -1 870 1.2207 2 FAT
139 36 -1 870 1.2207 2 FAT
139 37 -1 870 1.2207 2 FAT
139 38 -1 870 1.2207 2 FAT
139 39 -1 870 1.2207 2 FAT
139 40 -1 870 1.2207 2 FAT
139 41 -1 870 1.2207 2 FAT
139 42 -1 870 1.2207 2 FAT
139 43 -1 870 1.2207 2 FAT
139 44 -1 870 1.2207 2 FAT
139 45 -1 573 1.1968 2 FAT
139 46 -1 275 1.1581 2 FAT
139 47 -1 230 1.1588 2 FAT
139 48 -1 230 1.1588 2 FAT
139 49 -1 726 1.1763 2 FAT
139 50 -1 902 1.1974 2 FAT
139 51 -1 371 1.1151 2 FAT
139 52 -1 268 1.1078 2 FAT
139 53 -1 59 1.0386 2 FAT
139 54 -1 59 1.0386 2 FAT
139 55 -1 106 1.0437 2 FAT
139 56 -1 268 1.1078 2 FAT
139 57 -1 617 1.1754 2 FAT
139 58 -1 938 1.2020 2 FAT
139 59 -1 175 1.1466 2 FAT
139 60 -1 225 1.1466 2 FAT
139 61 -1 490 1.1941 2 FAT
139 62 -1 490 1.1941 2 FAT
139 63 -1 490 1.1941 2 FAT
139 64 -1 490 1.1941 2 FAT
139 65 -1 490 1.1941 2 FAT
139 66 -1 490 1.1941 2 FAT
139 67 -1 631 1.1938 2 FAT
139 68 -1 792 1.1935 2 FAT
139 69 -1 1408 1.2339 2 FAT
139 70 -1 2001 1.2534 2 FAT
139 71 -1 2379 1.2638 2 FAT
139 72 -1 2379 1.2638 2 FAT
139 73 -1 2884 1.2640 2 FAT
139 74 -1 4253 1.2902 0 FAT
139 75 -1 4472 1.2941 0 FAT
139 76 -1 5433 1.3026 0 FAT
139 77 -1 5872 1.3066 0 FAT
139 78 -1 4328 1.2940 0 FAT
139 79 -1 4328 1.2940 0 FAT
139 80 -1 3069 1.2745 2 FAT
139 81 -1 2489 1.2624 2 FAT
139 82 -1 1547 1.2364 2 FAT
139 83 -1 1188 1.2367 2 FAT
139 84 -1 1188 1.2367 2 FAT
139 85 -1 1188 1.2367 2 FAT
139 86 -1 1188 1.2367 2 FAT
139 87 -1 1188 1.2367 2 FAT
139 88 -1 1188 1.2367 2 FAT
139 89 -1 942 1.2241 2 FAT
139 90 -1 530 1.1907 2 FAT
139 91 -1 438 1.1903 2 FAT
139 92 -1 438 1.1903 2 FAT
139 93 -1 438 1.1903 2 FAT
139 94 -1 234 1.1621 2 FAT
139 95 -1 151 1.1422 2 FAT
139 96 -1 31 1.0365 2 FAT
139 97 -1 8 1.0000 1 CYCLE
139 98 -1 6 1.0000 1 CYCLE
139 99 -1 6 1.0000 1 CYCLE
139 100 -1 6 1.0000 1 CYCLE
139 101 -1 4 1.0000 1 CYCLE
139 102 -1 4 1.0000 1 CYCLE
139 103 -1 4 1.0000 1 CYCLE
139 104 -1 4 1.0000 1 CYCLE
139 105 -1 4 1.0000 1 CYCLE
139 106 -1 4 1.0000 1 CYCLE
139 107 -1 4 1.0000 1 CYCLE
139 108 -1 4 1.0000 1 CYCLE
139 109 -1 4 1.0000 1 CYCLE
139 110 -1 12 1.0000 1 CYCLE
139 111 -1 12 1.0000 1 CYCLE
139 112 -1 4 1.0000 1 CYCLE
139 113 -1 4 1.0000 1 CYCLE
139 114 -1 4 1.0000 1 CYCLE
139 115 -1 4 1.0000 1 CYCLE
139 116 -1 4 1.0000 1 CYCLE
139 117 -1 4 1.0000 1 CYCLE
139 118 -1 4 1.0000 1 CYCLE
139 119 -1 4 1.0000 1 CYCLE
139 120 -1 4 1.0000 1 CYCLE
139 121 -1 6 1.0000 1 CYCLE
139 122 -1 6 1.0000 1 CYCLE
139 123 -1 6 1.0000 1 CYCLE
139 124 -1 8 1.0000 1 CYCLE
139 125 -1 31 1.0365 2 FAT
139 126 -1 151 1.1422 2 FAT
